ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,"Autauga County",Alabama,82,124,3.7,78.3
AL-003,"Baldwin County",Alabama,82.7,125,3.3,79.4
AL-005,"Barbour County",Alabama,81.1,118,2.5,78.6
AL-007,"Bibb County",Alabama,79.8,109,2.2,77.6
AL-009,"Blount County",Alabama,78.7,118,2.9,75.8
AL-011,"Bullock County",Alabama,80.8,117,2.7,78.1
AL-013,"Butler County",Alabama,81.6,125,3.3,78.3
AL-015,"Calhoun County",Alabama,78.1,107,2.1,76
AL-017,"Chambers County",Alabama,78.6,113,2.5,76.1
AL-019,"Cherokee County",Alabama,77.8,103,1.8,76
AL-021,"Chilton County",Alabama,80.5,119,3.1,77.4
AL-023,"Choctaw County",Alabama,81.8,119,3.2,78.6
AL-025,"Clarke County",Alabama,81.4,119,2.7,78.7
AL-027,"Clay County",Alabama,77.5,111,2.4,75.1
AL-029,"Cleburne County",Alabama,77,110,2.3,74.7
AL-031,"Coffee County",Alabama,82.7,126,3.9,78.8
AL-033,"Colbert County",Alabama,78.6,116,2.8,75.8
AL-035,"Conecuh County",Alabama,81.2,116,2.2,79
AL-037,"Coosa County",Alabama,79.8,120,3.1,76.7
AL-039,"Covington County",Alabama,82.3,124,3.3,79
AL-041,"Crenshaw County",Alabama,81.7,126,3.6,78.1
AL-043,"Cullman County",Alabama,78.4,116,2.8,75.6
AL-045,"Dale County",Alabama,82.6,124,3.5,79.1
AL-047,"Dallas County",Alabama,81.8,122,3.2,78.6
AL-049,"DeKalb County",Alabama,75.3,85,0.8,74.5
AL-051,"Elmore County",Alabama,81.4,122,3.4,78
AL-053,"Escambia County",Alabama,81.5,119,2.3,79.2
AL-055,"Etowah County",Alabama,78,103,1.9,76.1
AL-057,"Fayette County",Alabama,79.4,109,2.2,77.2
AL-059,"Franklin County",Alabama,78.4,116,2.8,75.6
AL-061,"Geneva County",Alabama,82.6,124,3.3,79.3
AL-063,"Greene County",Alabama,80.9,106,2.1,78.8
AL-065,"Hale County",Alabama,80.5,106,2,78.5
AL-067,"Henry County",Alabama,82,123,2.7,79.3
AL-069,"Houston County",Alabama,82.6,123,2.9,79.7
AL-071,"Jackson County",Alabama,76.2,95,1.4,74.8
AL-073,"Jefferson County",Alabama,79.3,111,2.4,76.9
AL-075,"Lamar County",Alabama,80.4,114,3,77.4
AL-077,"Lauderdale County",Alabama,77.7,109,2.3,75.4
AL-079,"Lawrence County",Alabama,77.8,111,2.1,75.7
AL-081,"Lee County",Alabama,79.3,110,2.1,77.2
AL-083,"Limestone County",Alabama,77.7,106,2.1,75.6
AL-085,"Lowndes County",Alabama,82.4,126,3.8,78.6
AL-087,"Macon County",Alabama,80.6,115,2.4,78.2
AL-089,"Madison County",Alabama,78,110,2.4,75.6
AL-091,"Marengo County",Alabama,81.1,116,2.5,78.6
AL-093,"Marion County",Alabama,79,113,2.8,76.2
AL-095,"Marshall County",Alabama,77.8,108,2.2,75.6
AL-097,"Mobile County",Alabama,83,128,3.8,79.2
AL-099,"Monroe County",Alabama,81.3,118,2.5,78.8
AL-101,"Montgomery County",Alabama,82.3,125,3.8,78.5
AL-103,"Morgan County",Alabama,78.5,112,2.7,75.8
AL-105,"Perry County",Alabama,80.6,115,2.5,78.1
AL-107,"Pickens County",Alabama,81.1,114,2.8,78.3
AL-109,"Pike County",Alabama,81.6,123,3.2,78.4
AL-111,"Randolph County",Alabama,77.7,111,2.5,75.2
AL-113,"Russell County",Alabama,80.1,106,1.8,78.3
AL-115,"St. Clair County",Alabama,78.6,111,2.4,76.2
AL-117,"Shelby County",Alabama,79.5,115,2.6,76.9
AL-119,"Sumter County",Alabama,81.1,112,2.4,78.7
AL-121,"Talladega County",Alabama,79,113,2.5,76.5
AL-123,"Tallapoosa County",Alabama,79.1,114,2.6,76.5
AL-125,"Tuscaloosa County",Alabama,80,106,1.8,78.2
AL-127,"Walker County",Alabama,78.8,111,1.9,76.9
AL-129,"Washington County",Alabama,82,120,3,79
AL-131,"Wilcox County",Alabama,81.7,121,3,78.7
AL-133,"Winston County",Alabama,77.8,111,2.3,75.5
AZ-001,"Apache County",Arizona,69,116,3.5,65.5
AZ-003,"Cochise County",Arizona,78,104,2.5,75.5
AZ-005,"Coconino County",Arizona,71.6,118,4.2,67.4
AZ-007,"Gila County",Arizona,76.4,108,3.2,73.2
AZ-009,"Graham County",Arizona,78.8,112,3,75.8
AZ-011,"Greenlee County",Arizona,73.4,107,2.5,70.9
AZ-012,"La Paz County",Arizona,89.9,119,4.9,85
AZ-013,"Maricopa County",Arizona,88.6,125,4.9,83.7
AZ-015,"Mohave County",Arizona,81,116,4.4,76.6
AZ-017,"Navajo County",Arizona,70.9,115,3.7,67.2
AZ-019,"Pima County",Arizona,84.8,119,3.9,80.9
AZ-021,"Pinal County",Arizona,87.2,121,4.3,82.9
AZ-023,"Santa Cruz County",Arizona,76.8,108,2.7,74.1
AZ-025,"Yavapai County",Arizona,77.2,120,4.8,72.4
AZ-027,"Yuma County",Arizona,90,126,5.8,84.2
AR-001,"Arkansas County",Arkansas,79.8,101,1.4,78.4
AR-003,"Ashley County",Arkansas,80.4,111,1.9,78.5
AR-005,"Baxter County",Arkansas,76.2,108,2.6,73.6
AR-007,"Benton County",Arkansas,75.8,106,2.2,73.6
AR-009,"Boone County",Arkansas,75.5,107,2.4,73.1
AR-011,"Bradley County",Arkansas,79.9,106,1.7,78.2
AR-013,"Calhoun County",Arkansas,79.6,100,1.4,78.2
AR-015,"Carroll County",Arkansas,75.2,106,2.1,73.1
AR-017,"Chicot County",Arkansas,80.9,105,1.7,79.2
AR-019,"Clark County",Arkansas,78.6,89,0.9,77.7
AR-021,"Clay County",Arkansas,78.2,98,1.7,76.5
AR-023,"Cleburne County",Arkansas,76.7,102,1.8,74.9
AR-025,"Cleveland County",Arkansas,79.4,99,1.4,78
AR-027,"Columbia County",Arkansas,79.7,102,1.3,78.4
AR-029,"Conway County",Arkansas,77.7,88,1.2,76.5
AR-031,"Craighead County",Arkansas,78.9,99,1.9,77
AR-033,"Crawford County",Arkansas,77.4,103,2.2,75.2
AR-035,"Crittenden County",Arkansas,80.2,106,1.8,78.4
AR-037,"Cross County",Arkansas,79.8,105,1.9,77.9
AR-039,"Dallas County",Arkansas,78.8,93,1,77.8
AR-041,"Desha County",Arkansas,80.1,101,1.3,78.8
AR-043,"Drew County",Arkansas,80,103,1.5,78.5
AR-045,"Faulkner County",Arkansas,78.1,99,1.4,76.7
AR-047,"Franklin County",Arkansas,76.8,99,1.7,75.1
AR-049,"Fulton County",Arkansas,75.8,109,2.6,73.2
AR-051,"Garland County",Arkansas,77.2,84,0.8,76.4
AR-053,"Grant County",Arkansas,78.9,93,1,77.9
AR-055,"Greene County",Arkansas,78.4,100,1.8,76.6
AR-057,"Hempstead County",Arkansas,79.4,103,1.5,77.9
AR-059,"Hot Spring County",Arkansas,78.2,88,0.8,77.4
AR-061,"Howard County",Arkansas,78.5,108,1.9,76.6
AR-063,"Independence County",Arkansas,77,100,1.7,75.3
AR-065,"Izard County",Arkansas,75.7,101,1.7,74
AR-067,"Jackson County",Arkansas,78.6,102,2,76.6
AR-069,"Jefferson County",Arkansas,79.5,98,1.3,78.2
AR-071,"Johnson County",Arkansas,75.8,93,1.3,74.5
AR-073,"Lafayette County",Arkansas,80.6,111,1.9,78.7
AR-075,"Lawrence County",Arkansas,77.7,98,1.7,76
AR-077,"Lee County",Arkansas,80,107,1.7,78.3
AR-079,"Lincoln County",Arkansas,79.9,102,1.5,78.4
AR-081,"Little River County",Arkansas,80.8,118,2.9,77.9
AR-083,"Logan County",Arkansas,77.3,90,1.1,76.2
AR-085,"Lonoke County",Arkansas,79.1,98,1.2,77.9
AR-087,"Madison County",Arkansas,74.2,105,2,72.2
AR-089,"Marion County",Arkansas,76.1,109,2.5,73.6
AR-091,"Miller County",Arkansas,81.4,115,2.6,78.8
AR-093,"Mississippi County",Arkansas,79.5,99,1.7,77.8
AR-095,"Monroe County",Arkansas,79.8,105,1.5,78.3
AR-097,"Montgomery County",Arkansas,77,97,1.3,75.7
AR-099,"Nevada County",Arkansas,79,91,0.9,78.1
AR-101,"Newton County",Arkansas,73.7,98,1.5,72.2
AR-103,"Ouachita County",Arkansas,79.3,91,0.9,78.4
AR-105,"Perry County",Arkansas,77.6,82,0.7,76.9
AR-107,"Phillips County",Arkansas,79.8,100,1.4,78.4
AR-109,"Pike County",Arkansas,78,98,1.4,76.6
AR-111,"Poinsett County",Arkansas,79.4,100,1.9,77.5
AR-113,"Polk County",Arkansas,76,97,1.5,74.5
AR-115,"Pope County",Arkansas,76.1,83,0.9,75.2
AR-117,"Prairie County",Arkansas,79.5,103,1.4,78.1
AR-119,"Pulaski County",Arkansas,78.6,90,1,77.6
AR-121,"Randolph County",Arkansas,77.5,103,2.2,75.3
AR-123,"St. Francis County",Arkansas,80,107,1.8,78.2
AR-125,"Saline County",Arkansas,77.8,85,0.8,77
AR-127,"Scott County",Arkansas,76.9,96,1.4,75.5
AR-129,"Searcy County",Arkansas,74.6,98,1.4,73.2
AR-131,"Sebastian County",Arkansas,78.4,103,2,76.4
AR-133,"Sevier County",Arkansas,79.6,114,2.6,77
AR-135,"Sharp County",Arkansas,76.1,100,1.9,74.2
AR-137,"Stone County",Arkansas,75.5,101,1.7,73.8
AR-139,"Union County",Arkansas,80.1,109,1.7,78.4
AR-141,"Van Buren County",Arkansas,75.6,97,1.3,74.3
AR-143,"Washington County",Arkansas,75.4,105,2.2,73.2
AR-145,"White County",Arkansas,78.4,104,1.8,76.6
AR-147,"Woodruff County",Arkansas,79.5,106,1.9,77.6
AR-149,"Yell County",Arkansas,77.4,83,0.8,76.6
CA-001,"Alameda County",California,69.8,128,4.8,65
CA-003,"Alpine County",California,55.8,99,2.5,53.3
CA-005,"Amador County",California,71,113,3.7,67.3
CA-007,"Butte County",California,73.8,115,3.7,70.1
CA-009,"Calaveras County",California,71.5,114,3.7,67.8
CA-011,"Colusa County",California,74.9,109,2.6,72.3
CA-013,"Contra Costa County",California,72.1,128,5.2,66.9
CA-015,"Del Norte County",California,59,83,0.7,58.3
CA-017,"El Dorado County",California,66,105,2.7,63.3
CA-019,"Fresno County",California,69.6,114,4,65.6
CA-021,"Glenn County",California,73.6,104,2.4,71.2
CA-023,"Humboldt County",California,62.6,112,2.6,60
CA-025,"Imperial County",California,91.1,127,5.5,85.6
CA-027,"Inyo County",California,77.7,105,3.7,74
CA-029,"Kern County",California,77,118,4.5,72.5
CA-031,"Kings County",California,78.2,111,3.5,74.7
CA-033,"Lake County",California,68.1,100,2,66.1
CA-035,"Lassen County",California,59.5,84,1.4,58.1
CA-037,"Los Angeles County",California,74,125,6.1,67.9
CA-039,"Madera County",California,70.5,117,4.1,66.4
CA-041,"Marin County",California,62.3,126,3.5,58.8
CA-043,"Mariposa County",California,69.2,115,4,65.2
CA-045,"Mendocino County",California,64.2,108,2.3,61.9
CA-047,"Merced County",California,76.9,125,4.8,72.1
CA-049,"Modoc County",California,59.4,95,2.2,57.2
CA-051,"Mono County",California,57.8,96,2.5,55.3
CA-053,"Monterey County",California,69.4,129,5.3,64.1
CA-055,"Napa County",California,71.2,123,3.9,67.3
CA-057,"Nevada County",California,64.1,95,2.2,61.9
CA-059,"Orange County",California,71.7,127,5.1,66.6
CA-061,"Placer County",California,65.7,101,2.4,63.3
CA-063,"Plumas County",California,59.2,85,1.4,57.8
CA-065,"Riverside County",California,84.7,125,5.9,78.8
CA-067,"Sacramento County",California,76.3,126,4.7,71.6
CA-069,"San Benito County",California,71.3,125,5,66.3
CA-071,"San Bernardino County",California,84.2,118,4.9,79.3
CA-073,"San Diego County",California,74,125,5.4,68.6
CA-075,"San Francisco County",California,62.9,125,3.5,59.4
CA-077,"San Joaquin County",California,76,126,4.7,71.3
CA-079,"San Luis Obispo County",California,71.2,128,5.5,65.7
CA-081,"San Mateo County",California,63,126,3.7,59.3
CA-083,"Santa Barbara County",California,67.8,129,5.7,62.1
CA-085,"Santa Clara County",California,68.8,126,4.6,64.2
CA-087,"Santa Cruz County",California,65.4,128,5.1,60.3
CA-089,"Shasta County",California,67.9,96,2.4,65.5
CA-091,"Sierra County",California,58.6,87,1.7,56.9
CA-093,"Siskiyou County",California,59.8,96,1.9,57.9
CA-095,"Solano County",California,73.5,127,4.3,69.2
CA-097,"Sonoma County",California,65.5,122,3.3,62.2
CA-099,"Stanislaus County",California,75.3,123,4.2,71.1
CA-101,"Sutter County",California,77.3,116,3.7,73.6
CA-103,"Tehama County",California,72,101,2.6,69.5
CA-105,"Trinity County",California,64.2,105,2.7,61.5
CA-107,"Tulare County",California,68.1,113,3.7,64.4
CA-109,"Tuolumne County",California,62.6,110,3,59.6
CA-111,"Ventura County",California,68.6,128,6.3,62.3
CA-113,"Yolo County",California,75.7,120,3.8,72
CA-115,"Yuba County",California,74.1,111,3.2,70.9
CO-001,"Adams County",Colorado,69.5,111,3.4,66.1
CO-003,"Alamosa County",Colorado,62,113,3.1,58.9
CO-005,"Arapahoe County",Colorado,68.7,110,3.4,65.3
CO-007,"Archuleta County",Colorado,61,111,3,58
CO-009,"Baca County",Colorado,72.8,90,1.5,71.3
CO-011,"Bent County",Colorado,72.7,78,1.1,71.6
CO-013,"Boulder County",Colorado,61.5,100,2.5,59
CO-014,"Broomfield County",Colorado,69.3,107,3.1,66.2
CO-015,"Chaffee County",Colorado,55.3,108,2.9,52.4
CO-017,"Cheyenne County",Colorado,71.6,99,2.4,69.2
CO-019,"Clear Creek County",Colorado,53,99,2,51
CO-021,"Conejos County",Colorado,58.7,120,3.6,55.1
CO-023,"Costilla County",Colorado,59.8,113,3.2,56.6
CO-025,"Crowley County",Colorado,71.7,98,2.5,69.2
CO-027,"Custer County",Colorado,58.2,103,2.5,55.7
CO-029,"Delta County",Colorado,66,115,4.2,61.8
CO-031,"Denver County",Colorado,69.5,108,3.1,66.4
CO-033,"Dolores County",Colorado,61.2,118,4.6,56.6
CO-035,"Douglas County",Colorado,64.4,99,2.4,62
CO-037,"Eagle County",Colorado,56.4,103,2.3,54.1
CO-039,"Elbert County",Colorado,67.4,113,3.9,63.5
CO-041,"El Paso County",Colorado,65.5,100,2.3,63.2
CO-043,"Fremont County",Colorado,62.6,97,2.1,60.5
CO-045,"Garfield County",Colorado,61.5,108,3.4,58.1
CO-047,"Gilpin County",Colorado,54.9,98,2,52.9
CO-049,"Grand County",Colorado,54.3,105,2.4,51.9
CO-051,"Gunnison County",Colorado,56.5,114,3.5,53
CO-053,"Hinsdale County",Colorado,53,120,4.5,48.5
CO-055,"Huerfano County",Colorado,63.9,100,2.3,61.6
CO-057,"Jackson County",Colorado,53.2,98,2,51.2
CO-059,"Jefferson County",Colorado,62.9,99,2.3,60.6
CO-061,"Kiowa County",Colorado,71.7,81,1.1,70.6
CO-063,"Kit Carson County",Colorado,72,109,3.7,68.3
CO-065,"Lake County",Colorado,50.9,103,2.4,48.5
CO-067,"La Plata County",Colorado,62.6,117,3.9,58.7
CO-069,"Larimer County",Colorado,59.5,110,3.4,56.1
CO-071,"Las Animas County",Colorado,69.2,102,2.4,66.8
CO-073,"Lincoln County",Colorado,69.7,107,3.2,66.6
CO-075,"Logan County",Colorado,70.7,108,3.7,67
CO-077,"Mesa County",Colorado,66.9,114,4.2,62.7
CO-079,"Mineral County",Colorado,53.6,119,3.8,49.8
CO-081,"Moffat County",Colorado,62.6,104,3.1,59.5
CO-083,"Montezuma County",Colorado,67.8,116,4.2,63.6
CO-085,"Montrose County",Colorado,67.2,117,4.8,62.4
CO-087,"Morgan County",Colorado,70.2,112,3.9,66.3
CO-089,"Otero County",Colorado,72.4,88,1.8,70.6
CO-091,"Ouray County",Colorado,60.3,122,5.6,54.7
CO-093,"Park County",Colorado,54.9,100,2.2,52.7
CO-095,"Phillips County",Colorado,71.6,111,4,67.6
CO-097,"Pitkin County",Colorado,54.5,105,2.6,51.9
CO-099,"Prowers County",Colorado,73.4,86,1.3,72.1
CO-101,"Pueblo County",Colorado,70.8,99,2.3,68.5
CO-103,"Rio Blanco County",Colorado,62.8,108,3.4,59.4
CO-105,"Rio Grande County",Colorado,58.1,122,4,54.1
CO-107,"Routt County",Colorado,57,105,2.6,54.4
CO-109,"Saguache County",Colorado,57.5,115,3.1,54.4
CO-111,"San Juan County",Colorado,51.4,121,4.9,46.5
CO-113,"San Miguel County",Colorado,63.3,119,4.8,58.5
CO-115,"Sedgwick County",Colorado,71.2,107,3.6,67.6
CO-117,"Summit County",Colorado,52.1,102,2.3,49.8
CO-119,"Teller County",Colorado,56.6,96,2.2,54.4
CO-121,"Washington County",Colorado,70.2,108,3.4,66.8
CO-123,"Weld County",Colorado,68.8,112,3.7,65.1
CO-125,"Yuma County",Colorado,71.9,108,3.6,68.3
CT-001,"Fairfield County",Connecticut,67.4,76,0.9,66.5
CT-003,"Hartford County",Connecticut,67.3,83,0.9,66.4
CT-005,"Litchfield County",Connecticut,64.6,75,0.7,63.9
CT-007,"Middlesex County",Connecticut,66.9,83,1,65.9
CT-009,"New Haven County",Connecticut,66.9,82,0.8,66.1
CT-011,"New London County",Connecticut,66.4,89,1.2,65.2
CT-013,"Tolland County",Connecticut,65.8,80,0.8,65
CT-015,"Windham County",Connecticut,65.6,77,0.8,64.8
DE-001,"Kent County",Delaware,72.7,100,2,70.7
DE-003,"New Castle County",Delaware,71.5,81,0.9,70.6
DE-005,"Sussex County",Delaware,72.6,94,1.8,70.8
FL-001,"Alachua County",Florida,81.9,122,2.6,79.3
FL-003,"Baker County",Florida,81,118,2.3,78.7
FL-005,"Bay County",Florida,83,124,3.5,79.5
FL-007,"Bradford County",Florida,81.4,121,2.4,79
FL-009,"Brevard County",Florida,81,115,1.7,79.3
FL-011,"Broward County",Florida,81.8,111,1.8,80
FL-013,"Calhoun County",Florida,82.6,124,3.3,79.3
FL-015,"Charlotte County",Florida,81.1,93,0.8,80.3
FL-017,"Citrus County",Florida,82.5,126,3,79.5
FL-019,"Clay County",Florida,81.8,123,2.9,78.9
FL-021,"Collier County",Florida,81.2,89,0.8,80.4
FL-023,"Columbia County",Florida,81.6,122,2.6,79
FL-027,"DeSoto County",Florida,80.8,102,1,79.8
FL-029,"Dixie County",Florida,82.5,126,3.4,79.1
FL-031,"Duval County",Florida,81.6,121,2.7,78.9
FL-033,"Escambia County",Florida,82.9,125,3.3,79.6
FL-035,"Flagler County",Florida,81.8,124,2.8,79
FL-037,"Franklin County",Florida,82.2,120,2.9,79.3
FL-039,"Gadsden County",Florida,82.3,123,3.2,79.1
FL-041,"Gilchrist County",Florida,82.2,125,3.2,79
FL-043,"Glades County",Florida,80.6,88,0.8,79.8
FL-045,"Gulf County",Florida,82.3,124,3.4,78.9
FL-047,"Hamilton County",Florida,81.8,122,2.8,79
FL-049,"Hardee County",Florida,81.3,112,1.7,79.6
FL-051,"Hendry County",Florida,80.6,90,0.7,79.9
FL-053,"Hernando County",Florida,82.5,128,3.2,79.3
FL-055,"Highlands County",Florida,80.8,99,1.2,79.6
FL-057,"Hillsborough County",Florida,83,126,3.2,79.8
FL-059,"Holmes County",Florida,82.6,123,3.1,79.5
FL-061,"Indian River County",Florida,81,121,2.1,78.9
FL-063,"Jackson County",Florida,82.6,122,2.7,79.9
FL-065,"Jefferson County",Florida,82.7,125,3.6,79.1
FL-067,"Lafayette County",Florida,82.3,125,3.3,79
FL-069,"Lake County",Florida,82.5,125,3,79.5
FL-071,"Lee County",Florida,80.9,74,0.4,80.5
FL-073,"Leon County",Florida,82.7,124,3.5,79.2
FL-075,"Levy County",Florida,82.8,128,3.7,79.1
FL-077,"Liberty County",Florida,82.4,124,3.4,79
FL-079,"Madison County",Florida,82.4,124,3.5,78.9
FL-081,"Manatee County",Florida,81.9,123,2.2,79.7
FL-083,"Marion County",Florida,82.1,125,2.7,79.4
FL-085,"Martin County",Florida,82,120,2.5,79.5
FL-086,"Miami-Dade County",Florida,82.1,115,2,80.1
FL-087,"Monroe County",Florida,82.6,114,1.8,80.8
FL-089,"Nassau County",Florida,80.9,116,2.2,78.7
FL-091,"Okaloosa County",Florida,83,128,3.7,79.3
FL-093,"Okeechobee County",Florida,81.2,118,1.8,79.4
FL-095,"Orange County",Florida,82.5,123,2.5,80
FL-097,"Osceola County",Florida,82.2,124,2.4,79.8
FL-099,"Palm Beach County",Florida,81.6,113,1.9,79.7
FL-101,"Pasco County",Florida,82.7,127,3.4,79.3
FL-103,"Pinellas County",Florida,84.1,127,3.5,80.6
FL-105,"Polk County",Florida,82.4,123,2.5,79.9
FL-107,"Putnam County",Florida,82.2,123,3,79.3
FL-109,"St. Johns County",Florida,82.2,127,3.4,78.8
FL-111,"St. Lucie County",Florida,81.8,125,2.5,79.3
FL-113,"Santa Rosa County",Florida,82.9,124,3.3,79.6
FL-115,"Sarasota County",Florida,81.5,109,1.4,80.1
FL-117,"Seminole County",Florida,82.2,121,2.2,80
FL-119,"Sumter County",Florida,82.4,126,3.1,79.3
FL-121,"Suwannee County",Florida,82.1,124,3.1,79
FL-123,"Taylor County",Florida,82.8,125,3.5,79.3
FL-125,"Union County",Florida,81.4,121,2.4,79
FL-127,"Volusia County",Florida,81.6,120,2.2,79.4
FL-129,"Wakulla County",Florida,82.8,125,3.4,79.4
FL-131,"Walton County",Florida,82.8,126,3.6,79.2
FL-133,"Washington County",Florida,82.6,122,3.1,79.5
GA-001,"Appling County",Georgia,82.4,124,3.4,79
GA-003,"Atkinson County",Georgia,82.6,126,3.7,78.9
GA-005,"Bacon County",Georgia,82.8,125,3.9,79
GA-007,"Baker County",Georgia,82.5,123,3.1,79.4
GA-009,"Baldwin County",Georgia,80.8,115,2.6,78.2
GA-011,"Banks County",Georgia,77.8,109,2.2,75.6
GA-013,"Barrow County",Georgia,78.4,112,2.5,75.9
GA-015,"Bartow County",Georgia,77.5,104,1.7,75.8
GA-017,"Ben Hill County",Georgia,82.2,124,3.5,78.7
GA-019,"Berrien County",Georgia,82.1,124,3.4,78.7
GA-021,"Bibb County",Georgia,81.2,120,3.1,78.1
GA-023,"Bleckley County",Georgia,81.3,116,2.5,78.8
GA-025,"Brantley County",Georgia,80.7,117,2.4,78.3
GA-027,"Brooks County",Georgia,82.2,124,3.6,78.6
GA-029,"Bryan County",Georgia,81.6,114,2.5,79.1
GA-031,"Bulloch County",Georgia,81.3,117,2.7,78.6
GA-033,"Burke County",Georgia,80.4,114,2.7,77.7
GA-035,"Butts County",Georgia,80.7,123,3.9,76.8
GA-037,"Calhoun County",Georgia,82.1,123,3,79.1
GA-039,"Camden County",Georgia,80.8,115,2.1,78.7
GA-043,"Candler County",Georgia,81.3,118,2.5,78.8
GA-045,"Carroll County",Georgia,77.3,109,2.6,74.7
GA-047,"Catoosa County",Georgia,77.2,106,2,75.2
GA-049,"Charlton County",Georgia,80.8,116,2.2,78.6
GA-051,"Chatham County",Georgia,81.2,112,2.2,79
GA-053,"Chattahoochee County",Georgia,80.3,109,2,78.3
GA-055,"Chattooga County",Georgia,76.4,84,0.8,75.6
GA-057,"Cherokee County",Georgia,76.7,101,1.7,75
GA-059,"Clarke County",Georgia,78.9,109,2.6,76.3
GA-061,"Clay County",Georgia,81.6,120,2.6,79
GA-063,"Clayton County",Georgia,79.9,120,3.6,76.3
GA-065,"Clinch County",Georgia,81.8,124,3,78.8
GA-067,"Cobb County",Georgia,78,114,2.4,75.6
GA-069,"Coffee County",Georgia,82.6,126,3.8,78.8
GA-071,"Colquitt County",Georgia,82,124,3.6,78.4
GA-073,"Columbia County",Georgia,80.2,112,2.7,77.5
GA-075,"Cook County",Georgia,82.1,124,3.5,78.6
GA-077,"Coweta County",Georgia,78.9,114,3,75.9
GA-079,"Crawford County",Georgia,80.7,118,3,77.7
GA-081,"Crisp County",Georgia,82.1,123,3.7,78.4
GA-083,"Dade County",Georgia,74.9,87,0.9,74
GA-085,"Dawson County",Georgia,74.9,98,1.6,73.3
GA-087,"Decatur County",Georgia,82.4,122,2.9,79.5
GA-089,"DeKalb County",Georgia,79.2,118,3.3,75.9
GA-091,"Dodge County",Georgia,81.6,119,2.7,78.9
GA-093,"Dooly County",Georgia,81.8,122,3.3,78.5
GA-095,"Dougherty County",Georgia,82.7,125,3.4,79.3
GA-097,"Douglas County",Georgia,78.1,113,2.9,75.2
GA-099,"Early County",Georgia,82.1,121,2.7,79.4
GA-101,"Echols County",Georgia,81.6,122,2.8,78.8
GA-103,"Effingham County",Georgia,81,115,2.5,78.5
GA-105,"Elbert County",Georgia,78.8,109,2.4,76.4
GA-107,"Emanuel County",Georgia,80.7,114,2.2,78.5
GA-109,"Evans County",Georgia,81.8,118,2.7,79.1
GA-111,"Fannin County",Georgia,72.1,98,1.3,70.8
GA-113,"Fayette County",Georgia,79.7,118,3.4,76.3
GA-115,"Floyd County",Georgia,77.8,104,1.7,76.1
GA-117,"Forsyth County",Georgia,76.6,105,2,74.6
GA-119,"Franklin County",Georgia,78,108,2.2,75.8
GA-121,"Fulton County",Georgia,78.6,115,3,75.6
GA-123,"Gilmer County",Georgia,73.4,100,1.5,71.9
GA-125,"Glascock County",Georgia,79.5,108,2.1,77.4
GA-127,"Glynn County",Georgia,81.3,116,2.2,79.1
GA-129,"Gordon County",Georgia,77.2,96,1.3,75.9
GA-131,"Grady County",Georgia,82.3,123,3.3,79
GA-133,"Greene County",Georgia,79.9,116,2.9,77
GA-135,"Gwinnett County",Georgia,78.2,115,2.8,75.4
GA-137,"Habersham County",Georgia,75.2,107,2.1,73.1
GA-139,"Hall County",Georgia,76.9,107,2.2,74.7
GA-141,"Hancock County",Georgia,79.9,113,2.3,77.6
GA-143,"Haralson County",Georgia,77,114,2.8,74.2
GA-145,"Harris County",Georgia,79.3,112,2.4,76.9
GA-147,"Hart County",Georgia,78.4,110,2.7,75.7
GA-149,"Heard County",Georgia,78.5,114,2.8,75.7
GA-151,"Henry County",Georgia,80.3,120,3.7,76.6
GA-153,"Houston County",Georgia,81.4,119,2.9,78.5
GA-155,"Irwin County",Georgia,82.1,124,3.5,78.6
GA-157,"Jackson County",Georgia,78.3,108,2.4,75.9
GA-159,"Jasper County",Georgia,80.7,122,3.9,76.8
GA-161,"Jeff Davis County",Georgia,82.5,125,3.6,78.9
GA-163,"Jefferson County",Georgia,79.8,111,2.2,77.6
GA-165,"Jenkins County",Georgia,80.6,116,2.6,78
GA-167,"Johnson County",Georgia,80.5,113,2.2,78.3
GA-169,"Jones County",Georgia,80.8,119,3.2,77.6
GA-171,"Lamar County",Georgia,80.1,119,3.5,76.6
GA-173,"Lanier County",Georgia,82.1,125,3.5,78.6
GA-175,"Laurens County",Georgia,81.2,115,2.4,78.8
GA-177,"Lee County",Georgia,82.5,125,3.5,79
GA-179,"Liberty County",Georgia,81.8,115,2.7,79.1
GA-181,"Lincoln County",Georgia,79.1,102,1.8,77.3
GA-183,"Long County",Georgia,82,120,2.9,79.1
GA-185,"Lowndes County",Georgia,82,124,3.4,78.6
GA-187,"Lumpkin County",Georgia,73.9,103,1.6,72.3
GA-189,"McDuffie County",Georgia,79.4,109,2.3,77.1
GA-191,"McIntosh County",Georgia,81.4,111,2.1,79.3
GA-193,"Macon County",Georgia,81.3,121,3,78.3
GA-195,"Madison County",Georgia,78.3,111,2.5,75.8
GA-197,"Marion County",Georgia,80.1,113,2.4,77.7
GA-199,"Meriwether County",Georgia,79.1,115,2.9,76.2
GA-201,"Miller County",Georgia,82.3,121,2.8,79.5
GA-205,"Mitchell County",Georgia,82.5,124,3.4,79.1
GA-207,"Monroe County",Georgia,80.6,121,3.5,77.1
GA-209,"Montgomery County",Georgia,81.9,119,2.9,79
GA-211,"Morgan County",Georgia,80.1,119,3.4,76.7
GA-213,"Murray County",Georgia,76.3,101,1.6,74.7
